symbol,shortName,longName,exchange,market,quoteType
MGI,moneygram-international,"Moneygram International, Inc.",NASDAQ,us_market,EQUITY
TIGR,,UP Fintech Holding Limited,NASDAQ,us_market,EQUITY
MSDA,,MSD Acquisition Corp.,NASDAQ,us_market,EQUITY
SCOA,,ScION Tech Growth I,NASDAQ,us_market,EQUITY
LGAC,,Lazard Growth Acquisition Corp. I,NASDAQ,us_market,EQUITY
SLAM,,Slam Corp.,NASDAQ,us_market,EQUITY
HMPT,,Home Point Capital Inc.,NASDAQ,us_market,EQUITY
VINP,,Vinci Partners Investments Ltd.,NASDAQ,us_market,EQUITY
GSEV,,"Gores Holdings VII, Inc.",NASDAQ,us_market,EQUITY
NEWT,,Newtek Business Services Corp.,NASDAQ,us_market,EQUITY
LX,lexinfintech,LexinFintech Holdings Ltd.,NASDAQ,us_market,EQUITY
KVSC,,Khosla Ventures Acquisition Co. III,NASDAQ,us_market,EQUITY
HIII,,Hudson Executive Investment Corp. III,NASDAQ,us_market,EQUITY
CFIV,,CF Acquisition Corp. IV,NASDAQ,us_market,EQUITY
LCA,landcadia-holdings-ii-inc,"Landcadia Holdings IV, Inc.",NASDAQ,us_market,EQUITY
IRCP,,IRSA Propiedades Comerciales S.A. - American Depository Shares,NASDAQ,us_market,EQUITY
DHIL,,"Diamond Hill Investment Group, Inc.",NASDAQ,us_market,EQUITY
RMGC,,RMG Acquisition Corp. III,NASDAQ,us_market,EQUITY
CSWC,,Capital Southwest Corporation,NASDAQ,us_market,EQUITY
GTPB,,"Gores Technology Partners II, Inc.",NASDAQ,us_market,EQUITY
CRESY,cresud-sacifya,Cresud S.A.C.I.F. y A.,NASDAQ,us_market,EQUITY
OPRT,,Oportun Financial Corporation,NASDAQ,us_market,EQUITY
VAQC,,Vector Acquisition Corporation II,NASDAQ,us_market,EQUITY
REAX,,"The Real Brokerage, Inc.",NASDAQ,us_market,EQUITY
HAAC,,Health Assurance Acquisition Corp.,NASDAQ,us_market,EQUITY
FRPH,,"FRP Holdings, Inc.",NASDAQ,us_market,EQUITY
DGNU,,Dragoneer Growth Opportunities Corp. III,NASDAQ,us_market,EQUITY
ANZU,,Anzu Special Acquisition Corp I,NASDAQ,us_market,EQUITY
CCAP,,"Crescent Capital BDC, Inc.",NASDAQ,us_market,EQUITY
TBCP,,Thunder Bridge Capital Partners III Inc.,NASDAQ,us_market,EQUITY
ALRS,,Alerus Financial Corporation,NASDAQ,us_market,EQUITY
MEKA,,MELI Kaszek Pioneer Corp,NASDAQ,us_market,EQUITY
SNRH,,Senior Connect Acquisition Corp. I,NASDAQ,us_market,EQUITY
JOFF,,JOFF Fintech Acquisition Corp.,NASDAQ,us_market,EQUITY
FINM,,Marlin Technology Corporation,NASDAQ,us_market,EQUITY
OHPA,,Orion Acquisition Corp.,NASDAQ,us_market,EQUITY
CTAQ,,Carney Technology Acquisition Corp. II,NASDAQ,us_market,EQUITY
TCVA,,TCV Acquisition Corp.,NASDAQ,us_market,EQUITY
EPHY,,Epiphany Technology Acquisition Corp.,NASDAQ,us_market,EQUITY
PACX,,Pioneer Merger Corp.,NASDAQ,us_market,EQUITY
TRIN,,Trinity Capital Inc.,NASDAQ,us_market,EQUITY
GMII,,"Gores Metropoulos II, Inc.",NASDAQ,us_market,EQUITY
COOL,,Corner Growth Acquisition Corp.,NASDAQ,us_market,EQUITY
VALU,,"Value Line, Inc.",NASDAQ,us_market,EQUITY
CFVI,cf-acquisition,CF Acquisition Corp. VI,NASDAQ,us_market,EQUITY
TETC,,Tech and Energy Transition Corporation,NASDAQ,us_market,EQUITY
NAAC,,North Atlantic Acquisition Corporation,NASDAQ,us_market,EQUITY
LGST,,Semper Paratus Acquisition Corporation,NASDAQ,us_market,EQUITY
ATAX,,"America First Multifamily Investors, L.P. - Beneficial",NASDAQ,us_market,EQUITY
BTAQ,,Burgundy Technology Acquisition Corporation,NASDAQ,us_market,EQUITY
KVSA,,Khosla Ventures Acquisition Co.,NASDAQ,us_market,EQUITY
ARTA,,Artisan Acquisition Corp.,NASDAQ,us_market,EQUITY
CPAR,,Catalyst Partners Acquisition Corp.,NASDAQ,us_market,EQUITY
CPAA,conyers-park,Conyers Park III Acquisition Corp.,NASDAQ,us_market,EQUITY
GIIX,,"Gores Holdings VIII, Inc.",NASDAQ,us_market,EQUITY
ACQR,,Independence Holdings Corp.,NASDAQ,us_market,EQUITY
SBEA,,SilverBox Engaged Merger Corp I,NASDAQ,us_market,EQUITY
WALD,,Waldencast Acquisition Corp.,NASDAQ,us_market,EQUITY
TWLV,,Twelve Seas Investment Company II,NASDAQ,us_market,EQUITY
VTIQ,,VectoIQ Acquisition Corp. II,NASDAQ,us_market,EQUITY
NDAC,,NightDragon Acquisition Corp.,NASDAQ,us_market,EQUITY
ENNV,,ECP Environmental Growth Opportunities Corp.,NASDAQ,us_market,EQUITY
GLBL,,Cartesian Growth Corporation,NASDAQ,us_market,EQUITY
PPGH,,Poema Global Holdings Corp.,NASDAQ,us_market,EQUITY
GMBT,,Queen's Gambit Growth Capital,NASDAQ,us_market,EQUITY
PTOC,,Pine Technology Acquisition Corp.,NASDAQ,us_market,EQUITY
ERES,,East Resources Acquisition Company,NASDAQ,us_market,EQUITY
XPDI,,Power & Digital Infrastructure Acquisition Corp.,NASDAQ,us_market,EQUITY
SCLE,,Broadscale Acquisition Corp.,NASDAQ,us_market,EQUITY
ACAH,,Atlantic Coastal Acquisition Corp.,NASDAQ,us_market,EQUITY
SLCR,,Silver Crest Acquisition Corporation,NASDAQ,us_market,EQUITY
LUXA,,Lux Health Tech Acquisition Corp.,NASDAQ,us_market,EQUITY
DHHC,,DiamondHead Holdings Corp.,NASDAQ,us_market,EQUITY
HYPR,,"Hyperfine, Inc.",NASDAQ,us_market,EQUITY
JCIC,,Jack Creek Investment Corp.,NASDAQ,us_market,EQUITY
SCOB,,ScION Tech Growth II,NASDAQ,us_market,EQUITY
HCIC,,Hennessy Capital Investment Corp. V,NASDAQ,us_market,EQUITY
COLI,,Colicity Inc.,NASDAQ,us_market,EQUITY
TIOA,,Tio Tech A,NASDAQ,us_market,EQUITY
OEPW,,One Equity Partners Open Water I Corp.,NASDAQ,us_market,EQUITY
RXRA,,RXR Acquisition Corp.,NASDAQ,us_market,EQUITY
FMIV,,Forum Merger IV Corporation,NASDAQ,us_market,EQUITY
ZT,,Zimmer Energy Transition Acquisition Corp.,NASDAQ,us_market,EQUITY
GATE,marblegate,Marblegate Acquisition Corp.,NASDAQ,us_market,EQUITY
LITT,,Logistics Innovation Technologies Corp.,NASDAQ,us_market,EQUITY
HCVI,,Hennessy Capital Investment Corp. VI,NASDAQ,us_market,EQUITY
REVH,,Revolution Healthcare Acquisition Corp.,NASDAQ,us_market,EQUITY
SVFC,,SVF Investment Corp. 3,NASDAQ,us_market,EQUITY
DTOC,,Digital Transformation Opportunities Corp.,NASDAQ,us_market,EQUITY
HCAR,,Healthcare Services Acquisition Corporation,NASDAQ,us_market,EQUITY
BYTS,,BYTE Acquisition Corp.,NASDAQ,us_market,EQUITY
BCSA,,Blockchain Coinvestors Acquisition Corp. I,NASDAQ,us_market,EQUITY
IPAX,,Inflection Point Acquisition Corp.,NASDAQ,us_market,EQUITY
PRSR,,Prospector Capital Corp.,NASDAQ,us_market,EQUITY
PFDR,,Pathfinder Acquisition Corporation,NASDAQ,us_market,EQUITY
FOUN,,Founder SPAC,NASDAQ,us_market,EQUITY
MUDS,,Mudrick Capital Acquisition Corporation II,NASDAQ,us_market,EQUITY
DCRD,decarbonization-plus-acquisition,Decarbonization Plus Acquisition Corporation IV,NASDAQ,us_market,EQUITY
HYAC,,Haymaker Acquisition Corp. III,NASDAQ,us_market,EQUITY
PLMI,,Plum Acquisition Corp. I,NASDAQ,us_market,EQUITY
PUYI,,Puyi Inc. - American Depository Shares,NASDAQ,us_market,EQUITY
HCNE,,Jaws Hurricane Acquisition Corp.,NASDAQ,us_market,EQUITY
SDAC,,Sustainable Development Acquisition I Corp.,NASDAQ,us_market,EQUITY
ACTD,,ArcLight Clean Transition Corp. II,NASDAQ,us_market,EQUITY
CHPM,,CHP Merger Corp.,NASDAQ,us_market,EQUITY
SIER,,Sierra Lake Acquisition Corp.,NASDAQ,us_market,EQUITY
SSAA,,Science Strategic Acquisition Corp. Alpha,NASDAQ,us_market,EQUITY
DHCA,,DHC Acquisition Corp.,NASDAQ,us_market,EQUITY
ARGU,,Argus Capital Corp.,NASDAQ,us_market,EQUITY
AGGR,,Agile Growth Corp.,NASDAQ,us_market,EQUITY
HMCO,,HumanCo Acquisition Corp.,NASDAQ,us_market,EQUITY
ENTF,,Enterprise 4.0 Technology Acquisition Corp.,NASDAQ,us_market,EQUITY
FSRX,,FinServ Acquisition Corp. II,NASDAQ,us_market,EQUITY
ALTU,,Altitude Acquisition Corp.,NASDAQ,us_market,EQUITY
KRNL,,"Kernel Group Holdings, Inc.",NASDAQ,us_market,EQUITY
BTNB,,Bridgetown 2 Holdings Limited,NASDAQ,us_market,EQUITY
IGAC,,IG Acquisition Corp.,NASDAQ,us_market,EQUITY
TSIB,,Tishman Speyer Innovation Corp. II,NASDAQ,us_market,EQUITY
GPAC,,Global Partner Acquisition Corp II,NASDAQ,us_market,EQUITY
COVA,,COVA Acquisition Corp.,NASDAQ,us_market,EQUITY
GXII,,GX Acquisition Corp. II,NASDAQ,us_market,EQUITY
EJFA,,EJF Acquisition Corp.,NASDAQ,us_market,EQUITY
EZPW,,"EZCORP, Inc.",NASDAQ,us_market,EQUITY
CIIG,,"CIIG Capital Partners II, Inc.",NASDAQ,us_market,EQUITY
DRAY,,Macondray Capital Acquisition Corp. I,NASDAQ,us_market,EQUITY
KIII,,Kismet Acquisition Three Corp.,NASDAQ,us_market,EQUITY
LGTO,,Legato Merger Corp. II,NASDAQ,us_market,EQUITY
KLAQ,,KL Acquisition Corp,NASDAQ,us_market,EQUITY
TZPS,,TZP Strategies Acquisition Corp.,NASDAQ,us_market,EQUITY
APTM,,Alpha Partners Technology Merger Corp.,NASDAQ,us_market,EQUITY
GAMC,,Golden Arrow Merger Corp.,NASDAQ,us_market,EQUITY
CLRM,,Clarim Acquisition Corp.,NASDAQ,us_market,EQUITY
SPKB,silver-spike-acquisition-corp-ii,Silver Spike Acquisition Corp II,NASDAQ,us_market,EQUITY
ARRW,,Arrowroot Acquisition Corp.,NASDAQ,us_market,EQUITY
DHBC,,DHB Capital Corp.,NASDAQ,us_market,EQUITY
IPVI,,InterPrivate IV InfraTech Partners Inc.,NASDAQ,us_market,EQUITY
LCAA,,L Catterton Asia Acquisition Corp,NASDAQ,us_market,EQUITY
FWAC,,Fifth Wall Acquisition Corp. III,NASDAQ,us_market,EQUITY
KINZ,,KINS Technology Group Inc.,NASDAQ,us_market,EQUITY
AURC,,Aurora Acquisition Corp.,NASDAQ,us_market,EQUITY
LGVC,,LAMF Global Ventures Corp. I,NASDAQ,us_market,EQUITY
HCCC,,Healthcare Capital Corp.,NASDAQ,us_market,EQUITY
FTAA,,FTAC Athena Acquisition Corp.,NASDAQ,us_market,EQUITY
ADER,,26 Capital Acquisition Corp.,NASDAQ,us_market,EQUITY
FTCV,fintech-acquisition-corp-v,FinTech Acquisition Corp. V,NASDAQ,us_market,EQUITY
TMKR,,Tastemaker Acquisition Corp.,NASDAQ,us_market,EQUITY
GGMC,,Glenfarne Merger Corp.,NASDAQ,us_market,EQUITY
GTPA,,"Gores Technology Partners, Inc.",NASDAQ,us_market,EQUITY
POW,,Powered Brands,NASDAQ,us_market,EQUITY
JUGG,,Jaws Juggernaut Acquisition Corporation,NASDAQ,us_market,EQUITY
ATVC,,Tribe Capital Growth Corp I,NASDAQ,us_market,EQUITY
KAIR,,Kairos Acquisition Corp.,NASDAQ,us_market,EQUITY
NVSA,,New Vista Acquisition Corp,NASDAQ,us_market,EQUITY
SWET,,Athlon Acquisition Corp.,NASDAQ,us_market,EQUITY
PMGM,,Priveterra Acquisition Corp.,NASDAQ,us_market,EQUITY
EAC,,Edify Acquisition Corp.,NASDAQ,us_market,EQUITY
FTPA,,FTAC Parnassus Acquisition Corp.,NASDAQ,us_market,EQUITY
HRZN,,Horizon Technology Finance Corporation,NASDAQ,us_market,EQUITY
DISA,,Disruptive Acquisition Corporation I,NASDAQ,us_market,EQUITY
FTVI,,FinTech Acquisition Corp. VI,NASDAQ,us_market,EQUITY
IIII,,INSU Acquisition Corp. III,NASDAQ,us_market,EQUITY
AFCG,,"AFC Gamma, Inc.",NASDAQ,us_market,EQUITY
LVRA,,Levere Holdings Corp.,NASDAQ,us_market,EQUITY
ONYX,onyx-acquisition-co,Onyx Acquisition Co. I,NASDAQ,us_market,EQUITY
LEGA,,"Lead Edge Growth Opportunities, Ltd",NASDAQ,us_market,EQUITY
PEGR,,Project Energy Reimagined Acquisition Corp.,NASDAQ,us_market,EQUITY
NCAC,,Newcourt Acquisition Corp,NASDAQ,us_market,EQUITY
PUCK,,Goal Acquisitions Corp.,NASDAQ,us_market,EQUITY
IOAC,,Innovative International Acquisition Corp.,NASDAQ,us_market,EQUITY
GSAQ,,Global Synergy Acquisition Corp.,NASDAQ,us_market,EQUITY
HLAH,,"Hamilton Lane Alliance Holdings I, Inc.",NASDAQ,us_market,EQUITY
CFFE,,CF Acquisition Corp. VIII,NASDAQ,us_market,EQUITY
GOBI,,Gobi Acquisition Corp.,NASDAQ,us_market,EQUITY
VPCB,,VPC Impact Acquisition Holdings II,NASDAQ,us_market,EQUITY
FSSI,,Fortistar Sustainable Solutions Corp.,NASDAQ,us_market,EQUITY
PFTA,,Portage Fintech Acquisition Corporation,NASDAQ,us_market,EQUITY
REFI,chicago-atlantic-real-estate,"Chicago Atlantic Real Estate Finance, Inc.",NASDAQ,us_market,EQUITY
DNAA,,Social Capital Suvretta Holdings Corp. I,NASDAQ,us_market,EQUITY
DNAD,,Social Capital Suvretta Holdings Corp. IV,NASDAQ,us_market,EQUITY
DNAB,,Social Capital Suvretta Holdings Corp. II,NASDAQ,us_market,EQUITY
SLVR,,SilverSPAC Inc.,NASDAQ,us_market,EQUITY
DNAC,,Social Capital Suvretta Holdings Corp. III,NASDAQ,us_market,EQUITY
RCLF,,Rosecliff Acquisition Corp I,NASDAQ,us_market,EQUITY
MTAC,,MedTech Acquisition Corporation,NASDAQ,us_market,EQUITY
CFV,,CF Acquisition Corp. V,NASDAQ,us_market,EQUITY
TEKK,,Tekkorp Digital Acquisition Corp.,NASDAQ,us_market,EQUITY
PSAG,,Property Solutions Acquisition Corporation II,NASDAQ,us_market,EQUITY
MON,,Monument Circle Acquisition Corp.,NASDAQ,us_market,EQUITY
RVAC,riverview-acquisition,Riverview Acquisition Corp.,NASDAQ,us_market,EQUITY
HCII,,Hudson Executive Investment Corp. II,NASDAQ,us_market,EQUITY
SCAQ,,Stratim Cloud Acquisition Corp.,NASDAQ,us_market,EQUITY
ITHX,,ITHAX Acquisition Corp.,NASDAQ,us_market,EQUITY
NPAB,,New Providence Acquisition Corp. II,NASDAQ,us_market,EQUITY
HWEL,healthwell,Healthwell Acquisition Corp. I,NASDAQ,us_market,EQUITY
ADAL,,Anthemis Digital Acquisitions I Corp,NASDAQ,us_market,EQUITY
BWC,blue-whale,Blue Whale Acquisition Corp I,NASDAQ,us_market,EQUITY
ESAC,,ESGEN Acquisition Corporation,NASDAQ,us_market,EQUITY
FTHM,,Fathom Holdings Inc.,NASDAQ,us_market,EQUITY
LCAP,,Lionheart Acquisition Corp. II,NASDAQ,us_market,EQUITY
NRAC,,Noble Rock Acquisition Corporation,NASDAQ,us_market,EQUITY
AEAC,,Authentic Equity Acquisition Corp.,NASDAQ,us_market,EQUITY
THCP,,"Thunder Bridge Capital Partners IV, Inc.",NASDAQ,us_market,EQUITY
ZNTE,,Zanite Acquisition Corp.,NASDAQ,us_market,EQUITY
SVFB,,SVF Investment Corp. 2,NASDAQ,us_market,EQUITY
DYNS,,Dynamics Special Purpose Corp.,NASDAQ,us_market,EQUITY
SV,,Spring Valley Acquisition Corp.,NASDAQ,us_market,EQUITY
AKIC,,Sports Ventures Acquisition Corp.,NASDAQ,us_market,EQUITY
AHPA,avista-acquisition,Avista Public Acquisition Corp. II,NASDAQ,us_market,EQUITY
GWII,,Good Works II Acquisition Corp.,NASDAQ,us_market,EQUITY
ACEV,,ACE Convergence Acquisition Corp.,NASDAQ,us_market,EQUITY
FRON,,Frontier Acquisition Corp.,NASDAQ,us_market,EQUITY
DTRT,,DTRT Health Acquisition Corp.,NASDAQ,us_market,EQUITY
SVNA,,7 Acquisition Corporation,NASDAQ,us_market,EQUITY
PCCT,,Perception Capital Corp. II,NASDAQ,us_market,EQUITY
VMGA,,VMG Consumer Acquisition Corp.,NASDAQ,us_market,EQUITY
SHCA,,Spindletop Health Acquisition Corp.,NASDAQ,us_market,EQUITY
AEAE,,AltEnergy Acquisition Corp.,NASDAQ,us_market,EQUITY
XFIN,,ExcelFin Acquisition Corp,NASDAQ,us_market,EQUITY
KAII,,Kismet Acquisition Two Corp.,NASDAQ,us_market,EQUITY
ASPC,,Alpha Capital Acquisition Company - One,NASDAQ,us_market,EQUITY
BIOT,,Biotech Acquisition Company,NASDAQ,us_market,EQUITY
BLTS,,Bright Lights Acquisition Corp.,NASDAQ,us_market,EQUITY
CBRG,,Chain Bridge I,NASDAQ,us_market,EQUITY
DPCS,,DP Cap Acquisition Corp I,NASDAQ,us_market,EQUITY
MRLN,,Marlin Business Services Corp.,NASDAQ,us_market,EQUITY
BHAC,,Crixus BH3 Acquisition Company,NASDAQ,us_market,EQUITY
NOAC,,Natural Order Acquisition Corp.,NASDAQ,us_market,EQUITY
SWAG,,Software Acquisition Group Inc. III,NASDAQ,us_market,EQUITY
ARBG,,Aequi Acquisition Corp.,NASDAQ,us_market,EQUITY
VII,,7GC & Co. Holdings Inc.,NASDAQ,us_market,EQUITY
SHAC,,SCP & CO Healthcare Acquisition Company,NASDAQ,us_market,EQUITY
PTIC,,PropTech Investment Corporation II,NASDAQ,us_market,EQUITY
WWAC,,Worldwide Webb Acquisition Corp.,NASDAQ,us_market,EQUITY
GNAC,,Group Nine Acquisition Corp.,NASDAQ,us_market,EQUITY
ZWRK,,Z-Work Acquisition Corp.,NASDAQ,us_market,EQUITY
LDHA,,LDH Growth Corp I,NASDAQ,us_market,EQUITY
ITQ,,Itiquira Acquisition Corp.,NASDAQ,us_market,EQUITY
OSTR,,Oyster Enterprises Acquisition Corp.,NASDAQ,us_market,EQUITY
PAQC,,Provident Acquisition Corp.,NASDAQ,us_market,EQUITY
VELO,,Velocity Acquisition Corp.,NASDAQ,us_market,EQUITY
IXAQ,,IX Acquisition Corp.,NASDAQ,us_market,EQUITY
GACQ,,Global Consumer Acquisition Corp.,NASDAQ,us_market,EQUITY
LHAA,,Lerer Hippeau Acquisition Corp.,NASDAQ,us_market,EQUITY
VCXA,10x-capital,10X Capital Venture Acquisition Corp. II,NASDAQ,us_market,EQUITY
USCT,,TKB Critical Technologies 1,NASDAQ,us_market,EQUITY
STRS,,Stratus Properties Inc.,NASDAQ,us_market,EQUITY
FRSG,,First Reserve Sustainable Growth Corp.,NASDAQ,us_market,EQUITY
SKYA,,Skydeck Acquisition Corp.,NASDAQ,us_market,EQUITY
AFAQ,,AF Acquisition Corp.,NASDAQ,us_market,EQUITY
SHQA,,Shelter Acquisition Corporation I,NASDAQ,us_market,EQUITY
GIW,,"GigInternational1, Inc.",NASDAQ,us_market,EQUITY
GLHA,,Glass Houses Acquisition Corp.,NASDAQ,us_market,EQUITY
XPAX,,XPAC Acquisition Corp.,NASDAQ,us_market,EQUITY
BSKY,,"Big Sky Growth Partners, Inc.",NASDAQ,us_market,EQUITY
ROC,,ROC Energy Acquisition Corp.,NASDAQ,us_market,EQUITY
FRW,,PWP Forward Acquisition Corp. I,NASDAQ,us_market,EQUITY
ENVI,,Environmental Impact Acquisition Corp.,NASDAQ,us_market,EQUITY
ISLE,,Isleworth Healthcare Acquisition Corporation,NASDAQ,us_market,EQUITY
MCAA,,Mountain & Co. I Acquisition Corp.,NASDAQ,us_market,EQUITY
DALS,,DA32 Life Science Tech Acquisition Corp.,NASDAQ,us_market,EQUITY
SMIH,,Summit Healthcare Acquisition Corp.,NASDAQ,us_market,EQUITY
AVAC,,Avalon Acquisition Inc.,NASDAQ,us_market,EQUITY
