symbol,shortName,longName,exchange,market,quoteType
ZD,j2-global,"Ziff Davis, Inc.",NASDAQ,us_market,EQUITY
SMTC,semtech,Semtech Corporation,NASDAQ,us_market,EQUITY
FCN,fti-consulting,"FTI Consulting, Inc.",NYSE,us_market,EQUITY
VSCO,victorias-secret,Victorias Secret & Co.,NYSE,us_market,EQUITY
CDK,cdk-global,"CDK Global, Inc.",NASDAQ,us_market,EQUITY
VMI,valmont-industries,"Valmont Industries, Inc.",NYSE,us_market,EQUITY
VNT,vontier,Vontier Corporation,NYSE,us_market,EQUITY
ACHC,acadia-healthcare,"Acadia Healthcare Company, Inc.",NASDAQ,us_market,EQUITY
POWI,power-integrations,"Power Integrations, Inc.",NASDAQ,us_market,EQUITY
MUSA,murphy-usa,Murphy USA Inc.,NYSE,us_market,EQUITY
AM,antero-midstream,Antero Midstream Corporation,NYSE,us_market,EQUITY
AVNT,,Avient Corporation,NYSE,us_market,EQUITY
HALO,halozyme-therapeutics,"Halozyme Therapeutics, Inc.",NASDAQ,us_market,EQUITY
KRG,,Kite Realty Group Trust,NYSE,us_market,EQUITY
RLI,rli,RLI Corp.,NYSE,us_market,EQUITY
IRDM,iridium-communications,Iridium Communications Inc,NASDAQ,us_market,EQUITY
SAIC,science-application-intl,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,NYSE,us_market,EQUITY
ELY,callaway-golf-company,Callaway Golf Company,NYSE,us_market,EQUITY
HIW,,"Highwoods Properties, Inc.",NYSE,us_market,EQUITY
THG,hanover-insurance-group,Hanover Insurance Group Inc,NYSE,us_market,EQUITY
QDEL,quidel,Quidel Corporation,NASDAQ,us_market,EQUITY
MUR,murphy-oil,Murphy Oil Corporation,NYSE,us_market,EQUITY
QLYS,qualys,"Qualys, Inc.",NASDAQ,us_market,EQUITY
CHX,championx,ChampionX Corporation,NASDAQ,us_market,EQUITY
PSB,,"PS Business Parks, Inc. (MD)",NYSE,us_market,EQUITY
DTM,,"DT Midstream, Inc.",NYSE,us_market,EQUITY
UNVR,univar,Univar Solutions Inc.,NYSE,us_market,EQUITY
TNL,,Travel  Leisure Co.,NYSE,us_market,EQUITY
APPS,digital-turbine,"Digital Turbine, Inc.",NASDAQ,us_market,EQUITY
KNSL,kinsale-capital,"Kinsale Capital Group, Inc.",NYSE,us_market,EQUITY
SIGI,selective-insurance,"Selective Insurance Group, Inc.",NASDAQ,us_market,EQUITY
MSM,msc-industrial,"MSC Industrial Direct Company, Inc.",NYSE,us_market,EQUITY
AMED,amedisys,Amedisys Inc,NASDAQ,us_market,EQUITY
JBLU,jetblue,JetBlue Airways Corporation,NASDAQ,us_market,EQUITY
MMS,maximus,"Maximus, Inc.",NYSE,us_market,EQUITY
SITM,sitime,SiTime Corporation,NASDAQ,us_market,EQUITY
SLGN,silgan-holdings,Silgan Holdings Inc.,NASDAQ,us_market,EQUITY
TDC,teradata,Teradata Corporation,NYSE,us_market,EQUITY
ADNT,adient,Adient plc,NYSE,us_market,EQUITY
VICR,vicor,Vicor Corporation,NASDAQ,us_market,EQUITY
HWC,hancock-whitney,Hancock Whitney Corporation,NASDAQ,us_market,EQUITY
HXL,hexcel,Hexcel Corporation,NYSE,us_market,EQUITY
ETRN,equitrans-midstream,Equitrans Midstream Corporation,NYSE,us_market,EQUITY
ICUI,icu-medical,"ICU Medical, Inc.",NASDAQ,us_market,EQUITY
HR,,Healthcare Realty Trust Incorporated,NYSE,us_market,EQUITY
HE,hawaiian-electric-industries,"Hawaiian Electric Industries, Inc.",NYSE,us_market,EQUITY
WING,wingstop,Wingstop Inc.,NASDAQ,us_market,EQUITY
PK,,Park Hotels & Resorts Inc.,NYSE,us_market,EQUITY
CMC,commercial-metals,Commercial Metals Company,NYSE,us_market,EQUITY
UMPQ,umpqua,Umpqua Holdings Corporation,NASDAQ,us_market,EQUITY
LANC,lancaster-colony,Lancaster Colony Corporation,NASDAQ,us_market,EQUITY
BHF,brighthouse-finl,"Brighthouse Financial, Inc.",NASDAQ,us_market,EQUITY
LIVN,livanova,LivaNova PLC,NASDAQ,us_market,EQUITY
FNB,fnb-pa,F.N.B. Corporation,NYSE,us_market,EQUITY
OPCH,,"Option Care Health, Inc.",NASDAQ,us_market,EQUITY
FL,foot-locker,"Foot Locker, Inc.",NYSE,us_market,EQUITY
BKH,black-hills,Black Hills Corporation,NYSE,us_market,EQUITY
KBH,kb-home,KB Home,NYSE,us_market,EQUITY
PZZA,papa-johns-international,"Papa John's International, Inc.",NASDAQ,us_market,EQUITY
XRX,xerox,Xerox Holdings Corporation,NASDAQ,us_market,EQUITY
TGNA,tegna,TEGNA Inc,NYSE,us_market,EQUITY
R,ryder-system,"Ryder System, Inc.",NYSE,us_market,EQUITY
OGS,one-gas,"ONE Gas, Inc.",NYSE,us_market,EQUITY
SAFM,sanderson-farm,"Sanderson Farms, Inc.",NASDAQ,us_market,EQUITY
NSP,insperity,"Insperity, Inc.",NYSE,us_market,EQUITY
NEOG,neogen,Neogen Corporation,NASDAQ,us_market,EQUITY
HQY,healthequity,"HealthEquity, Inc.",NASDAQ,us_market,EQUITY
HOMB,home-bancshares,"Home BancShares, Inc.",NYSE,us_market,EQUITY
FLS,flowserve,Flowserve Corporation,NYSE,us_market,EQUITY
AVT,avnet,"Avnet, Inc.",NASDAQ,us_market,EQUITY
ENV,envestnet,"Envestnet, Inc",NYSE,us_market,EQUITY
DOC,,Physicians Realty Trust,NYSE,us_market,EQUITY
HPP,,"Hudson Pacific Properties, Inc.",NYSE,us_market,EQUITY
TMHC,taylor-morrison-home,Taylor Morrison Home Corporation,NYSE,us_market,EQUITY
CRI,carters,"Carter's, Inc.",NYSE,us_market,EQUITY
AEO,american-eagle-outfitters,"American Eagle Outfitters, Inc.",NYSE,us_market,EQUITY
LHCG,lhc-group,LHC Group,NASDAQ,us_market,EQUITY
ACIW,aci-worldwide,"ACI Worldwide, Inc.",NASDAQ,us_market,EQUITY
SWX,southwest-gas,"Southwest Gas Holdings, Inc.",NYSE,us_market,EQUITY
TRIP,tripadvisor,"TripAdvisor, Inc.",NASDAQ,us_market,EQUITY
KD,kyndryl,"Kyndryl Holdings, Inc.",NYSE,us_market,EQUITY
KMPR,kemper,Kemper Corporation,NYSE,us_market,EQUITY
PCH,,PotlatchDeltic Corporation - Common Stock,NASDAQ,us_market,EQUITY
KEX,kirby,Kirby Corporation,NYSE,us_market,EQUITY
WWE,world-wrestling-entertainment,"World Wrestling Entertainment, Inc.",NYSE,us_market,EQUITY
PNM,pnm-resources,"PNM Resources, Inc. (Holding Co.)",NYSE,us_market,EQUITY
SAIL,sailpoint-technologies-holdings,"SailPoint Technologies Holdings, Inc.",NYSE,us_market,EQUITY
SXT,sensient-technologies,Sensient Technologies Corporation,NYSE,us_market,EQUITY
PGNY,progyny,"Progyny, Inc.",NASDAQ,us_market,EQUITY
HRB,block-h-and-r,"H&R Block, Inc.",NYSE,us_market,EQUITY
JBGS,,JBG SMITH Properties,NYSE,us_market,EQUITY
MAC,,Macerich Company (The),NYSE,us_market,EQUITY
HAIN,hain-celestial,"The Hain Celestial Group, Inc.",NASDAQ,us_market,EQUITY
NEU,newmarket,NewMarket Corp,NYSE,us_market,EQUITY
ASB,associated-banc-corp,Associated Banc-Corp,NYSE,us_market,EQUITY
NJR,new-jersey-resources,NewJersey Resources Corporation,NYSE,us_market,EQUITY
BOH,bank-of-hawaii,Bank of Hawaii Corporation,NYSE,us_market,EQUITY
FHI,federated-hermes,"Federated Hermes, Inc.",NYSE,us_market,EQUITY
ADS,alliance-data-system,Alliance Data Systems Corporation,NYSE,us_market,EQUITY
STAA,staar-surgical,STAAR Surgical Company,NASDAQ,us_market,EQUITY
DAN,dana-incorporated,Dana Incorporated,NYSE,us_market,EQUITY
GATX,gatx,GATX Corporation,NYSE,us_market,EQUITY
CATY,cathay-general-bancorp,Cathay General Bancorp,NASDAQ,us_market,EQUITY
EPR,,EPR Properties,NYSE,us_market,EQUITY
JWN,nordstrom,"Nordstrom, Inc.",NYSE,us_market,EQUITY
BCO,brink-s,Brinks Company (The),NYSE,us_market,EQUITY
SPWR,sunpower,SunPower Corporation,NASDAQ,us_market,EQUITY
SIX,six-flags,Six Flags Entertainment Corporation New,NYSE,us_market,EQUITY
ALE,allete,"Allete, Inc.",NYSE,us_market,EQUITY
BLKB,blackbaud,"Blackbaud, Inc.",NASDAQ,us_market,EQUITY
LOPE,grand-canyon-education,"Grand Canyon Education, Inc.",NASDAQ,us_market,EQUITY
NAVI,navient,Navient Corporation,NASDAQ,us_market,EQUITY
SR,spire,Spire Inc.,NYSE,us_market,EQUITY
VC,visteon-corporation,Visteon Corporation,NASDAQ,us_market,EQUITY
CBT,cabot,Cabot Corporation,NYSE,us_market,EQUITY
VSAT,viasat,"ViaSat, Inc.",NASDAQ,us_market,EQUITY
ENS,enersys,EnerSys,NYSE,us_market,EQUITY
TCBI,texas-capital-bancshares,"Texas Capital Bancshares, Inc.",NASDAQ,us_market,EQUITY
MRCY,mercury-systems,Mercury Systems Inc,NASDAQ,us_market,EQUITY
SFM,sprouts-farmers-markets,"Sprouts Farmers Market, Inc.",NASDAQ,us_market,EQUITY
FLR,fluor,Fluor Corporation,NYSE,us_market,EQUITY
TEX,terex,Terex Corporation,NYSE,us_market,EQUITY
SBRA,,"Sabra Health Care REIT, Inc.",NASDAQ,us_market,EQUITY
CNX,cnx-resources-corporation,CNX Resources Corporation,NYSE,us_market,EQUITY
CNO,cno-financial-group,"CNO Financial Group, Inc.",NYSE,us_market,EQUITY
OFC,,Corporate Office Properties Trust,NYSE,us_market,EQUITY
VSH,vishay-intertechnology,"Vishay Intertechnology, Inc.",NYSE,us_market,EQUITY
CVLT,commvault-systems,"Commvault Systems, Inc.",NASDAQ,us_market,EQUITY
JW.A,wiley-john-and-sons,"John Wiley & Sons, Inc.",NYSE,us_market,EQUITY
NWE,northwestern,NorthWestern Corporation,NASDAQ,us_market,EQUITY
PEB,,Pebblebrook Hotel Trust,NYSE,us_market,EQUITY
RAMP,liveramp-holdings,"LiveRamp Holdings, Inc.",NYSE,us_market,EQUITY
KMT,kennametal,Kennametal Inc.,NYSE,us_market,EQUITY
SABR,sabre,Sabre Corporation,NASDAQ,us_market,EQUITY
WERN,werner-enterprises,"Werner Enterprises, Inc.",NASDAQ,us_market,EQUITY
GHC,graham-holdings,Graham Holdings Company,NYSE,us_market,EQUITY
CBRL,cracker-barrel-old-country-store,"Cracker Barrel Old Country Store, Inc.",NASDAQ,us_market,EQUITY
MCY,mercury-general-corp,Mercury General Corporation,NYSE,us_market,EQUITY
GEF,greif,Greif Inc.,NYSE,us_market,EQUITY
FULT,fulton-financial-corp,Fulton Financial Corporation,NASDAQ,us_market,EQUITY
TRN,trinity-industries,"Trinity Industries, Inc.",NYSE,us_market,EQUITY
FCFS,firstcash,"FirstCash Holdings, Inc.",NASDAQ,us_market,EQUITY
TPH,tri-pointe,"Tri Pointe Homes, Inc.",NYSE,us_market,EQUITY
WOR,worthington-industries,"Worthington Industries, Inc.",NYSE,us_market,EQUITY
OLLI,ollies-bargain-outlet,"Ollie's Bargain Outlet Holdings, Inc.",NASDAQ,us_market,EQUITY
NGVT,ingevity,Ingevity Corporation,NYSE,us_market,EQUITY
NUVA,nuvasive,"NuVasive, Inc.",NASDAQ,us_market,EQUITY
DY,dycom-industries,"Dycom Industries, Inc.",NYSE,us_market,EQUITY
IBOC,international-bancshares-corp,International Bancshares Corporation,NASDAQ,us_market,EQUITY
PRG,,"PROG Holdings, Inc.",NYSE,us_market,EQUITY
BDC,belden,Belden Inc,NYSE,us_market,EQUITY
MLKN,herman-miller,"MillerKnoll, Inc.",NASDAQ,us_market,EQUITY
CRNC,cerence,Cerence Inc.,NASDAQ,us_market,EQUITY
URBN,urban-outfitters,"Urban Outfitters, Inc.",NASDAQ,us_market,EQUITY
PDCO,patterson-companies-inc,"Patterson Companies, Inc.",NASDAQ,us_market,EQUITY
ENR,energizer-holdings,"Energizer Holdings, Inc.",NYSE,us_market,EQUITY
HAE,haemonetics,Haemonetics Corporation,NYSE,us_market,EQUITY
NUS,nu-skin-enterprises,"Nu Skin Enterprises, Inc.",NYSE,us_market,EQUITY
YELP,yelp,Yelp Inc.,NYSE,us_market,EQUITY
GO,,Grocery Outlet Holding Corp.,NASDAQ,us_market,EQUITY
MTX,minerals-technologies-inc,Minerals Technologies Inc.,NYSE,us_market,EQUITY
WAFD,washington-federal,"Washington Federal, Inc.",NASDAQ,us_market,EQUITY
UE,,Urban Edge Properties,NYSE,us_market,EQUITY
JACK,jack-in-the-box,Jack In The Box Inc.,NASDAQ,us_market,EQUITY
CMP,compass-minerals,Compass Minerals Intl Inc,NYSE,us_market,EQUITY
